source,target,ak,bk,ck,xpos,value
Delvis løst/videreformidlet til annen enhet i NAV,Sendt oppgave,Personbruker,Pensjon,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Sendt oppgave,Personbruker,Sosiale tjenester,Delvis løst/videreformidlet til annen enhet i NAV,NA,3
Delvis løst/videreformidlet til annen enhet i NAV,Sendt oppgave,Personbruker,Teknisk brukerstøtte,Delvis løst/videreformidlet til annen enhet i NAV,NA,3
Delvis løst/videreformidlet til annen enhet i NAV,Sendt oppgave,Sperret person,Pensjon,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt over til saksbehandler/person,Andre,Annet,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt over til saksbehandler/person,Andre,Arbeid og helse,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt over til saksbehandler/person,Andre,Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt over til saksbehandler/person,Andre i NAV,Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt over til saksbehandler/person,Arbeidsgiver,Arbeidsgiver 1+4,Delvis løst/videreformidlet til annen enhet i NAV,NA,2
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt over til saksbehandler/person,Arbeidsgiver,Arbeidsgiver 2,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt over til saksbehandler/person,Lege eller behandler,Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt over til saksbehandler/person,NAV-kontoret,Annet,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt over til saksbehandler/person,Øvrige samhandlere,Annet,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt over til saksbehandler/person,Øvrige samhandlere,Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt over til saksbehandler/person,Øvrige samhandlere,Teknisk brukerstøtte,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt over til saksbehandler/person,"Pårørende, verge, fullmakt",Arbeid og helse,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt over til saksbehandler/person,"Pårørende, verge, fullmakt",Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,NA,3
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt over til saksbehandler/person,"Pårørende, verge, fullmakt",Sosiale tjenester,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt over til saksbehandler/person,Personbruker,Annet,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt over til saksbehandler/person,Personbruker,Arbeid og helse,Delvis løst/videreformidlet til annen enhet i NAV,NA,5
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt over til saksbehandler/person,Personbruker,Familie,Delvis løst/videreformidlet til annen enhet i NAV,NA,3
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt over til saksbehandler/person,Personbruker,Internasjonalt,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt over til saksbehandler/person,Personbruker,Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,NA,13
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt over til saksbehandler/person,Personbruker,Sosiale tjenester,Delvis løst/videreformidlet til annen enhet i NAV,NA,2
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Andre,Annet,Delvis løst/videreformidlet til annen enhet i NAV,NA,6
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Andre,Familie,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Andre,Sosiale tjenester,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Andre i NAV,Uføretrygd,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Arbeidsgiver,Annet,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Arbeidsgiver,Arbeidsgiver 1+4,Delvis løst/videreformidlet til annen enhet i NAV,NA,12
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Arbeidsgiver,Arbeidsgiver 2,Delvis løst/videreformidlet til annen enhet i NAV,NA,2
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Arbeidsgiver,Arbeidsgiver 3,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Arbeidsgiver,Internasjonalt,Delvis løst/videreformidlet til annen enhet i NAV,NA,3
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Arbeidsgiver,Teknisk brukerstøtte,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Lege eller behandler,Arbeid og helse,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Lege eller behandler,Arbeidsgiver 1+4,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Lege eller behandler,Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Lege eller behandler,Lege og behandler,Delvis løst/videreformidlet til annen enhet i NAV,NA,2
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Øvrige samhandlere,Arbeidsgiver 2,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Øvrige samhandlere,Internasjonalt,Delvis løst/videreformidlet til annen enhet i NAV,NA,3
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Øvrige samhandlere,Lege og behandler,Delvis løst/videreformidlet til annen enhet i NAV,NA,2
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Øvrige samhandlere,Sosiale tjenester,Delvis løst/videreformidlet til annen enhet i NAV,NA,3
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,"Pårørende, verge, fullmakt",Annet,Delvis løst/videreformidlet til annen enhet i NAV,NA,4
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,"Pårørende, verge, fullmakt",Arbeid og helse,Delvis løst/videreformidlet til annen enhet i NAV,NA,7
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,"Pårørende, verge, fullmakt",Familie,Delvis løst/videreformidlet til annen enhet i NAV,NA,3
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,"Pårørende, verge, fullmakt",Internasjonalt,Delvis løst/videreformidlet til annen enhet i NAV,NA,4
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,"Pårørende, verge, fullmakt",Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,"Pårørende, verge, fullmakt",Pensjon,Delvis løst/videreformidlet til annen enhet i NAV,NA,2
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,"Pårørende, verge, fullmakt",Sosiale tjenester,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,"Pårørende, verge, fullmakt",Uføretrygd,Delvis løst/videreformidlet til annen enhet i NAV,NA,3
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Personbruker,Annet,Delvis løst/videreformidlet til annen enhet i NAV,NA,31
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Personbruker,Arbeid og helse,Delvis løst/videreformidlet til annen enhet i NAV,NA,68
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Personbruker,Familie,Delvis løst/videreformidlet til annen enhet i NAV,NA,30
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Personbruker,Internasjonalt,Delvis løst/videreformidlet til annen enhet i NAV,NA,21
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Personbruker,Klageinstans,Delvis løst/videreformidlet til annen enhet i NAV,NA,2
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Personbruker,Pensjon,Delvis løst/videreformidlet til annen enhet i NAV,NA,11
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Personbruker,Sosiale tjenester,Delvis løst/videreformidlet til annen enhet i NAV,NA,14
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Personbruker,Teknisk brukerstøtte,Delvis løst/videreformidlet til annen enhet i NAV,NA,2
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Personbruker,Uføretrygd,Delvis løst/videreformidlet til annen enhet i NAV,NA,24
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Sperret person,Annet,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Tiltaksarrangør,Arbeidsgiver 2,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til annen enhet i NAV,Telefon satt til kompetansekø,Vet ikke,Annet,Delvis løst/videreformidlet til annen enhet i NAV,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Ringt opp 2. linje og videreformidlet svar,Arbeidsgiver,Arbeidsgiver 1+4,Delvis løst/videreformidlet til Arbeid og ytelser,NA,3
Delvis løst/videreformidlet til Arbeid og ytelser,Ringt opp 2. linje og videreformidlet svar,"Pårørende, verge, fullmakt",Arbeid og helse,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Ringt opp 2. linje og videreformidlet svar,"Pårørende, verge, fullmakt",Sosiale tjenester,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Ringt opp 2. linje og videreformidlet svar,"Pårørende, verge, fullmakt",Uføretrygd,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Ringt opp 2. linje og videreformidlet svar,Personbruker,Annet,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Ringt opp 2. linje og videreformidlet svar,Personbruker,Arbeid og helse,Delvis løst/videreformidlet til Arbeid og ytelser,NA,44
Delvis løst/videreformidlet til Arbeid og ytelser,Ringt opp 2. linje og videreformidlet svar,Personbruker,Beskjed til NAV - Arbeid,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Ringt opp 2. linje og videreformidlet svar,Personbruker,Familie,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Ringt opp 2. linje og videreformidlet svar,Personbruker,Internasjonalt,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Ringt opp 2. linje og videreformidlet svar,Personbruker,Uføretrygd,Delvis løst/videreformidlet til Arbeid og ytelser,NA,5
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Andre,Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Andre,Pensjon,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Arbeidsgiver,Arbeid og helse,Delvis løst/videreformidlet til Arbeid og ytelser,NA,3
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Arbeidsgiver,Arbeidsgiver 1+4,Delvis løst/videreformidlet til Arbeid og ytelser,NA,190
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Arbeidsgiver,Arbeidsgiver 2,Delvis løst/videreformidlet til Arbeid og ytelser,NA,2
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Arbeidsgiver,Arbeidsgiver 3,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Arbeidsgiver,Internasjonalt,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Arbeidsgiver,Pleiepenger,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Lege eller behandler,Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,NA,3
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Øvrige samhandlere,Arbeid og helse,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Øvrige samhandlere,Arbeidsgiver 1+4,Delvis løst/videreformidlet til Arbeid og ytelser,NA,2
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Øvrige samhandlere,Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,NA,2
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,"Pårørende, verge, fullmakt",Annet,Delvis løst/videreformidlet til Arbeid og ytelser,NA,4
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,"Pårørende, verge, fullmakt",Arbeid og helse,Delvis løst/videreformidlet til Arbeid og ytelser,NA,7
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,"Pårørende, verge, fullmakt",Beskjed til NAV - Pensjon,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,"Pårørende, verge, fullmakt",Familie,Delvis løst/videreformidlet til Arbeid og ytelser,NA,2
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,"Pårørende, verge, fullmakt",Internasjonalt,Delvis løst/videreformidlet til Arbeid og ytelser,NA,2
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,"Pårørende, verge, fullmakt",Klageinstans,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,"Pårørende, verge, fullmakt",Pensjon,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,"Pårørende, verge, fullmakt",Pleiepenger,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,"Pårørende, verge, fullmakt",Uføretrygd,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Personbruker,Annet,Delvis løst/videreformidlet til Arbeid og ytelser,NA,10
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Personbruker,Arbeid og helse,Delvis løst/videreformidlet til Arbeid og ytelser,NA,201
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Personbruker,Arbeidsgiver 1+4,Delvis løst/videreformidlet til Arbeid og ytelser,NA,3
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Personbruker,Beskjed til NAV - Arbeid,Delvis løst/videreformidlet til Arbeid og ytelser,NA,110
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Personbruker,Beskjed til NAV - Familie,Delvis løst/videreformidlet til Arbeid og ytelser,NA,13
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Personbruker,Beskjed til NAV - Internasjonalt,Delvis løst/videreformidlet til Arbeid og ytelser,NA,8
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Personbruker,Beskjed til NAV - Ort. hjelpemidler,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Personbruker,Beskjed til NAV - Pensjon,Delvis løst/videreformidlet til Arbeid og ytelser,NA,9
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Personbruker,Beskjed til NAV - Uføretrygd,Delvis løst/videreformidlet til Arbeid og ytelser,NA,19
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Personbruker,Familie,Delvis løst/videreformidlet til Arbeid og ytelser,NA,44
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Personbruker,Internasjonalt,Delvis løst/videreformidlet til Arbeid og ytelser,NA,12
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Personbruker,Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Personbruker,Pensjon,Delvis løst/videreformidlet til Arbeid og ytelser,NA,4
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Personbruker,Pleiepenger,Delvis løst/videreformidlet til Arbeid og ytelser,NA,7
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Personbruker,Sosiale tjenester,Delvis løst/videreformidlet til Arbeid og ytelser,NA,10
Delvis løst/videreformidlet til Arbeid og ytelser,Sendt oppgave,Personbruker,Uføretrygd,Delvis løst/videreformidlet til Arbeid og ytelser,NA,36
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt over til saksbehandler/person,Andre,Arbeid og helse,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt over til saksbehandler/person,Arbeidsgiver,Arbeidsgiver 1+4,Delvis løst/videreformidlet til Arbeid og ytelser,NA,2
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt over til saksbehandler/person,Arbeidsgiver,Arbeidsgiver 2,Delvis løst/videreformidlet til Arbeid og ytelser,NA,2
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt over til saksbehandler/person,Arbeidsgiver,Arbeidsgiver 3,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt over til saksbehandler/person,Lege eller behandler,Arbeidsgiver 2,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt over til saksbehandler/person,Lege eller behandler,Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,NA,3
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt over til saksbehandler/person,Øvrige samhandlere,Internasjonalt,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt over til saksbehandler/person,Øvrige samhandlere,Uføretrygd,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt over til saksbehandler/person,"Pårørende, verge, fullmakt",Arbeid og helse,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt over til saksbehandler/person,Personbruker,Annet,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt over til saksbehandler/person,Personbruker,Arbeid og helse,Delvis løst/videreformidlet til Arbeid og ytelser,NA,16
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt over til saksbehandler/person,Personbruker,Internasjonalt,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Andre,Annet,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Andre,Arbeid og helse,Delvis løst/videreformidlet til Arbeid og ytelser,NA,2
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Andre,Familie,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Andre,Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Andre i NAV,Familie,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Arbeidsgiver,Arbeid og helse,Delvis løst/videreformidlet til Arbeid og ytelser,NA,8
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Arbeidsgiver,Arbeidsgiver 1+4,Delvis løst/videreformidlet til Arbeid og ytelser,NA,110
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Arbeidsgiver,Arbeidsgiver 2,Delvis løst/videreformidlet til Arbeid og ytelser,NA,4
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Arbeidsgiver,Arbeidsgiver 3,Delvis løst/videreformidlet til Arbeid og ytelser,NA,5
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Arbeidsgiver,Internasjonalt,Delvis løst/videreformidlet til Arbeid og ytelser,NA,3
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Arbeidsgiver,Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Arbeidsgiver,Pleiepenger,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Lege eller behandler,Annet,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Lege eller behandler,Arbeid og helse,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Lege eller behandler,Familie,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Lege eller behandler,Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,NA,32
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Lege eller behandler,Pleiepenger,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,NAV-kontoret,Familie,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,NAV-kontoret,Internasjonalt,Delvis løst/videreformidlet til Arbeid og ytelser,NA,2
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,NAV-kontoret,Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Øvrige samhandlere,Arbeid og helse,Delvis løst/videreformidlet til Arbeid og ytelser,NA,6
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Øvrige samhandlere,Arbeidsgiver 1+4,Delvis løst/videreformidlet til Arbeid og ytelser,NA,3
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Øvrige samhandlere,Familie,Delvis løst/videreformidlet til Arbeid og ytelser,NA,4
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Øvrige samhandlere,Internasjonalt,Delvis løst/videreformidlet til Arbeid og ytelser,NA,2
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Øvrige samhandlere,Lege og behandler,Delvis løst/videreformidlet til Arbeid og ytelser,NA,13
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Øvrige samhandlere,Pleiepenger,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,"Pårørende, verge, fullmakt",Annet,Delvis løst/videreformidlet til Arbeid og ytelser,NA,8
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,"Pårørende, verge, fullmakt",Arbeid og helse,Delvis løst/videreformidlet til Arbeid og ytelser,NA,61
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,"Pårørende, verge, fullmakt",Beskjed til NAV - Uføretrygd,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,"Pårørende, verge, fullmakt",Familie,Delvis løst/videreformidlet til Arbeid og ytelser,NA,6
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,"Pårørende, verge, fullmakt",Internasjonalt,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,"Pårørende, verge, fullmakt",Sosiale tjenester,Delvis løst/videreformidlet til Arbeid og ytelser,NA,3
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,"Pårørende, verge, fullmakt",Uføretrygd,Delvis løst/videreformidlet til Arbeid og ytelser,NA,1
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Personbruker,Annet,Delvis løst/videreformidlet til Arbeid og ytelser,NA,44
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Personbruker,Arbeid og helse,Delvis løst/videreformidlet til Arbeid og ytelser,NA,966
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Personbruker,Arbeidsgiver 1+4,Delvis løst/videreformidlet til Arbeid og ytelser,NA,6
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Personbruker,Familie,Delvis løst/videreformidlet til Arbeid og ytelser,NA,64
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Personbruker,Internasjonalt,Delvis løst/videreformidlet til Arbeid og ytelser,NA,29
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Personbruker,Klageinstans,Delvis løst/videreformidlet til Arbeid og ytelser,NA,3
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Personbruker,Pensjon,Delvis løst/videreformidlet til Arbeid og ytelser,NA,8
Delvis løst/videreformidlet til Arbeid og ytelser,Telefon satt til kompetansekø,Personbruker,Pleiepenger,Delvis løst/videreformidlet til Arbeid og ytelser,NA,6
